148	9911.073	9982.471	63.949	GL
149	9904.432	9975.795	63.631	GL
150	9906.222	9975.501	64.509	GL
151	9903.101	9965.212	64.016	GL
152	9910.098	9984.487	63.314	GL
153	9909.791	9984.714	63.837	GL
154	9909.93	9994.782	63.306	GL
155	9909.567	9995.176	64.148	GL
156	9915.564	10005.799	63.322	GL
157	9917.108	10008.816	64.371	GL
158	9918.755	10008.326	64.004	GL
159	9915.892	10013.462	64.09	GL
160	9920.851	10023.349	63.619	GL
161	9924.59	10029.865	63.531	GL
162	9926.384	10030.382	63.564	GL
163	9927.306	10030.883	63.071	GL
164	9925.585	10023.191	63.066	GL
165	9924.975	10021.897	63.696	GL
166	9920.999	10012.052	63.071	GL
167	9930.841	10007.277	63.042	GL
168	9944.686	10000.251	63.203	GL
169	9956.012	9995.198	63.147	GL
170	9972.474	9998.901	63.215	GL
171	9974.34	10003.044	63.151	GL
172	9977.677	10004.145	64.878	GL
173	9978.528	10005.338	64.487	GL
174	9979.222	10006.773	63.551	GL
175	9977.43	10007.973	63.127	GL
176	9963.292	10012.614	63.057	GL
177	9955.879	10015.66	62.963	GL
178	9944.908	10017.759	63.073	GL
179	9943.336	10029.415	62.961	GL
180	9927.519	10035.804	62.901	GL
181	9926.699	10035.693	63.599	GL
182	9958.708	10025.683	63.006	GL
183	9971.61	10021.804	63.045	GL
184	9983.658	10020.827	63.08	GL
185	9984.862	10020.802	64.051	GL
186	9987.541	10018.708	63.414	GL
187	10004.365	10027.663	63.1	GL
188	10002.885	10030.33	64.159	GL
189	9999.86	10032.225	62.515	GL
190	9998.911	10032.71	62.969	GL
191	9994.987	10034.782	63.221	GL
192	9994.003	10035.373	62.506	GL
193	9991.523	10036.304	64.151	GL
194	9989.412	10037.029	63.04	GL
195	9976.925	10037.957	62.898	GL
196	9963.497	10042.052	62.859	GL
197	9950.346	10045.37	62.899	GL
198	9931.42	10051.182	62.902	GL
199	9930.764	10051.221	63.443	GL
200	9931.475	10062.932	62.709	GL
201	9930.808	10062.904	63.247	GL
202	9946.544	10062.043	62.691	GL
203	9963.348	10058.264	62.728	GL
204	9986.608	10054.619	62.752	GL
205	9995.67	10052.389	62.813	GL
206	9997.396	10052.441	63.594	GL
207	9999.64	10052.251	63.355	GL
208	10000.725	10051.823	62.52	GL
209	10005.3	10050.2	62.774	GL
210	10006.117	10049.659	62.319	GL
211	10007.141	10049.698	63.262	GL
212	10010.488	10050.435	64.058	GL
213	10012.647	10050.173	62.869	GL
214	10022.027	10044.132	62.795	GL
215	10024.508	10037.525	63.192	GL
216	10023.848	10036.297	62.431	GL
217	10026.514	10031.643	62.414	GL
218	10028.313	10033.091	64.578	GL
219	10031.452	10034.046	64.683	GL
220	10027.326	10036.851	64.435	GL
221	10034.126	10035.731	64.778	GL
222	10034.73	10038.674	64.409	GL
223	10033.923	10040.502	62.759	GL
224	10035.31	10053.616	62.593	GL
225	10023.741	10058.788	62.557	GL
226	10016.838	10061.398	62.853	GL
227	10014.672	10061.409	63.814	GL
228	10011.49	10063.442	62.805	GL
229	10010.819	10064.341	61.964	GL
230	10009.923	10064.598	62.475	GL
231	10006.001	10066.295	62.582	GL
232	10005.173	10066.432	62.007	GL
233	10004.316	10066.744	62.851	GL
234	10001.832	10067.754	63.447	GL
235	10000.014	10068.486	62.556	GL
236	9985.971	10072.999	62.712	GL
237	9968.842	10077.512	62.637	GL
238	9967.708	10078.388	63.222	GL
239	9965.591	10079.134	62.471	GL
240	9964.906	10079.054	61.931	GL
241	9963.925	10079.424	62.629	GL
242	9953.338	10082.211	62.602	GL
243	9940.758	10082.747	62.62	GL
244	9953.954	10097.992	62.451	GL
245	9967.984	10094.664	62.31	GL
246	9968.588	10094.456	61.683	GL
247	9969.521	10094.107	62.327	GL
248	9971.224	10093.712	63.285	GL
249	9972.978	10093.196	62.33	GL
250	9986.161	10088.564	62.424	GL
251	10005.175	10079.766	62.622	GL
252	10006.91	10079.856	63.491	GL
253	10008.991	10079.389	62.762	GL
254	10009.702	10078.662	61.893	GL
255	10010.289	10078.786	62.408	GL
256	10015.374	10077.814	61.725	GL
257	10016.502	10077.372	62.639	GL
258	10019.422	10076.758	63.356	GL
259	10022.707	10075.778	62.612	GL
260	10030.898	10072.747	62.338	GL
261	10040.922	10070.123	62.306	GL
262	10043.387	10079.19	62.335	GL
263	10035.887	10083.088	62.33	GL
264	10029.431	10086.133	62.388	GL
265	10026.481	10088.111	63.449	GL
266	10024.172	10089.585	62.085	GL
267	10023.626	10090.581	62.523	GL
268	10015.837	10093.992	62.333	GL
269	10014.871	10094.228	61.776	GL
270	10014.133	10095.124	62.308	GL
271	10000.22	10099.436	62.301	GL
272	9981.27	10105.65	62.457	GL
273	9975.752	10106.439	62.42	GL
274	9975.057	10107.565	63.044	GL
275	9972.17	10107.767	61.632	GL
276	9971.291	10108.114	62.256	GL
277	9961.049	10109.702	62.384	GL
278	9949.729	10111.816	62.385	GL
279	9970.042	10127.258	62.671	GL
280	9974.444	10126.925	62.6	GL
281	9976.537	10125.802	61.319	GL
282	9978.845	10125.624	62.607	GL
283	9981.123	10125.345	62.05	GL
284	9997.164	10117.611	62.052	GL
285	10015.607	10109.981	62.18	GL
286	10017.312	10109.704	62.884	GL
287	10019.386	10108.487	62.429	GL
288	10020.083	10108.247	61.464	GL
289	10021.023	10107.842	62.159	GL
290	10024.959	10104.955	62.217	GL
291	10025.897	10104.164	61.851	GL
292	10029.309	10100.902	61.957	GL
293	10035.751	10100.648	62.05	GL
294	10035.97	10102.84	62.548	GL
295	10033.639	10108.085	62.054	GL
296	10031.377	10105.711	63.729	GL
297	10031.575	10103.232	63.539	GL
298	10027.838	10104.114	63.602	GL
299	10044.891	10099.68	62.313	GL
300	10050.99	10095.553	62.301	GL
301	10060.082	10120.323	62.073	GL
302	10060.652	10121.743	61.668	GL
303	10041.616	10127.957	62.058	GL
304	10041.584	10129.287	61.634	GL
305	10039.279	10127.931	62.221	GL
306	10037.74	10128.343	62.942	GL
307	10034.836	10128.676	62.062	GL
308	10034.121	10128.717	61.218	GL
309	10033.01	10128.751	61.901	GL
